"RelativePath","Name","Ext","SizeBytes","LastWrite"
".\Data\Processed\baseline_stats\overall.csv","overall.csv",".csv","182","2025-08-09 3:38:13 PM"
".\Data\Processed\baseline_stats\overall_raw.csv","overall_raw.csv",".csv","182","2025-08-09 3:47:50 PM"
".\Data\Processed\baseline_stats\overall_trim01_99.csv","overall_trim01_99.csv",".csv","182","2025-08-09 3:47:50 PM"
".\Data\Processed\baseline_stats\suspect_rows.csv","suspect_rows.csv",".csv","12165","2025-08-09 3:47:50 PM"
".\Static_Breakout\Data\Processed\breakout_envelopes.parquet","breakout_envelopes.parquet",".parquet","1473447","2025-08-11 4:05:13 PM"
".\Static_Breakout\Data\Processed\breakout_windows_features.parquet","breakout_windows_features.parquet",".parquet","4566584","2025-08-11 4:05:19 PM"
".\Static_Breakout\Data\Processed\breakout_windows_features_labeled.parquet","breakout_windows_features_labeled.parquet",".parquet","4568610","2025-08-11 4:05:20 PM"
".\Static_Breakout\Data\Processed\breakout_windows_features_labeled_noprice.parquet","breakout_windows_features_labeled_noprice.parquet",".parquet","4539490","2025-08-11 4:05:20 PM"
".\Static_Breakout\Data\Processed\breakout_windows_features_sample.csv","breakout_windows_features_sample.csv",".csv","471625","2025-08-11 4:04:44 PM"
".\Data\Processed\expectancy\expectancy_grid.csv","expectancy_grid.csv",".csv","7248","2025-08-09 7:03:51 PM"
".\Data\Processed\expectancy\mask_level_train_2020_2023.csv","mask_level_train_2020_2023.csv",".csv","354","2025-08-09 7:03:51 PM"
".\Data\Processed\expectancy\results_20250810-195622.csv","results_20250810-195622.csv",".csv","84196","2025-08-10 7:33:07 PM"
".\Data\Processed\expectancy\yearly_pnl_eval_baseline_1_99.csv","yearly_pnl_eval_baseline_1_99.csv",".csv","480","2025-08-09 7:03:51 PM"
".\Data\Processed\expectancy\yearly_pnl_eval_masked_level_1_99.csv","yearly_pnl_eval_masked_level_1_99.csv",".csv","468","2025-08-09 7:03:51 PM"
".\Static_Breakout\Data\Processed\holy_grail_static_221_dataset.parquet","holy_grail_static_221_dataset.parquet",".parquet","61063844","2025-08-11 4:06:27 PM"
".\Static_Breakout\Data\Processed\holy_grail_static_221_long_only.parquet","holy_grail_static_221_long_only.parquet",".parquet","62144741","2025-08-11 4:06:27 PM"
".\Static_Breakout\Data\Processed\holy_grail_static_221_windows_long.parquet","holy_grail_static_221_windows_long.parquet",".parquet","1500559","2025-08-11 4:05:13 PM"
".\Static_Breakout\Data\Processed\labeled_holy_grail_static_221_windows_long.parquet","labeled_holy_grail_static_221_windows_long.parquet",".parquet","1516809","2025-08-11 4:05:13 PM"
".\Data\Processed\manual_breakouts_aligned.csv","manual_breakouts_aligned.csv",".csv","4676","2025-08-09 3:20:02 PM"
".\Data\Processed\manual_entry_breakouts.csv","manual_entry_breakouts.csv",".csv","4507","2025-08-09 12:23:50 PM"
".\Data\Processed\master_breakouts_all.csv","master_breakouts_all.csv",".csv","8005158","2025-08-09 3:20:03 PM"
".\Data\Processed\per_bar_indicators_core.csv","per_bar_indicators_core.csv",".csv","231743892","2025-08-10 8:01:50 AM"
".\Static_Breakout\Data\Processed\static_breakouts.csv","static_breakouts.csv",".csv","75745","2025-08-11 4:04:44 PM"
".\Data\Processed\static_breakouts_aligned.csv","static_breakouts_aligned.csv",".csv","7559819","2025-08-09 3:20:03 PM"
".\Data\Processed\static_breakouts_prepatch.csv","static_breakouts_prepatch.csv",".csv","75797","2025-08-10 6:48:02 PM"
".\Data\Processed\static_master_breakouts.csv","static_master_breakouts.csv",".csv","8420717","2025-08-08 5:31:52 PM"
".\Data\Processed\static_master_breakouts_view.csv","static_master_breakouts_view.csv",".csv","6163414","2025-08-08 7:41:48 AM"
".\Data\Processed\summary_by_level.csv","summary_by_level.csv",".csv","520","2025-08-08 6:06:33 PM"
".\Data\Processed\summary_by_level_reason.csv","summary_by_level_reason.csv",".csv","1355","2025-08-08 6:03:12 PM"
".\Data\Processed\yearly_pnl\yearly_pnl_overall_trim.csv","yearly_pnl_overall_trim.csv",".csv","438","2025-08-09 4:45:24 PM"
".\Data\Processed\yearly_pnl\yearly_pnl_per_level_trim.csv","yearly_pnl_per_level_trim.csv",".csv","3160","2025-08-09 4:45:25 PM"
".\Static_Breakout\Data\Raw\btc_d.csv","btc_d.csv",".csv","202751","2025-08-11 4:04:44 PM"
".\Data\Raw\macro_regime_data.csv","macro_regime_data.csv",".csv","160233","2025-08-08 4:07:27 PM"
".\Static_Breakout\Data\Raw\total.csv","total.csv",".csv","190856","2025-08-11 4:04:44 PM"
".\Static_Breakout\Data\Raw\total3.csv","total3.csv",".csv","187729","2025-08-11 4:04:44 PM"
".\Static_Breakout\Data\Raw\usdt_d.csv","usdt_d.csv",".csv","202968","2025-08-11 4:04:44 PM"
".\out\analysis\correlations_t0.csv","correlations_t0.csv",".csv","285","2025-08-11 2:58:38 PM"
".\out\analysis\correlations_t1.csv","correlations_t1.csv",".csv","285","2025-08-11 2:58:38 PM"
".\out\analysis\correlations_t-1.csv","correlations_t-1.csv",".csv","293","2025-08-11 2:58:37 PM"
".\out\analysis\correlations_t10.csv","correlations_t10.csv",".csv","292","2025-08-11 2:58:39 PM"
".\out\analysis\correlations_t2.csv","correlations_t2.csv",".csv","285","2025-08-11 2:58:38 PM"
".\out\analysis\correlations_t-5.csv","correlations_t-5.csv",".csv","293","2025-08-11 2:58:37 PM"
".\out\analysis\l1_coefs_t0.csv","l1_coefs_t0.csv",".csv","14433","2025-08-11 2:58:38 PM"
".\out\analysis\l1_coefs_t1.csv","l1_coefs_t1.csv",".csv","14434","2025-08-11 2:58:38 PM"
".\out\analysis\l1_coefs_t-1.csv","l1_coefs_t-1.csv",".csv","14982","2025-08-11 2:58:37 PM"
".\out\analysis\l1_coefs_t10.csv","l1_coefs_t10.csv",".csv","14885","2025-08-11 2:58:39 PM"
".\out\analysis\l1_coefs_t2.csv","l1_coefs_t2.csv",".csv","14433","2025-08-11 2:58:38 PM"
".\out\analysis\l1_coefs_t-5.csv","l1_coefs_t-5.csv",".csv","14975","2025-08-11 2:58:37 PM"
".\out\analysis\univar_offset_-5.csv","univar_offset_-5.csv",".csv","30","2025-08-11 2:09:28 PM"
".\out\analysis_noprice\correlations_t0.csv","correlations_t0.csv",".csv","250","2025-08-11 3:23:40 PM"
".\out\analysis_noprice\correlations_t1.csv","correlations_t1.csv",".csv","250","2025-08-11 3:23:40 PM"
".\out\analysis_noprice\correlations_t-1.csv","correlations_t-1.csv",".csv","257","2025-08-11 3:23:40 PM"
".\out\analysis_noprice\correlations_t10.csv","correlations_t10.csv",".csv","256","2025-08-11 3:23:42 PM"
".\out\analysis_noprice\correlations_t2.csv","correlations_t2.csv",".csv","250","2025-08-11 3:23:41 PM"
".\out\analysis_noprice\correlations_t-5.csv","correlations_t-5.csv",".csv","257","2025-08-11 3:23:39 PM"
".\out\analysis_noprice\l1_coefs_t0.csv","l1_coefs_t0.csv",".csv","14377","2025-08-11 3:23:40 PM"
".\out\analysis_noprice\l1_coefs_t1.csv","l1_coefs_t1.csv",".csv","14386","2025-08-11 3:23:40 PM"
".\out\analysis_noprice\l1_coefs_t-1.csv","l1_coefs_t-1.csv",".csv","14931","2025-08-11 3:23:40 PM"
".\out\analysis_noprice\l1_coefs_t10.csv","l1_coefs_t10.csv",".csv","14834","2025-08-11 3:23:42 PM"
".\out\analysis_noprice\l1_coefs_t2.csv","l1_coefs_t2.csv",".csv","14387","2025-08-11 3:23:41 PM"
".\out\analysis_noprice\l1_coefs_t-5.csv","l1_coefs_t-5.csv",".csv","14922","2025-08-11 3:23:39 PM"
".\Static_Breakout\out\optim\20250810-193306\results.csv","results.csv",".csv","84196","2025-08-11 4:04:44 PM"
".\repo_snapshot.zip","repo_snapshot.zip",".zip","798362","2025-08-10 9:25:06 AM"
".\Static_Breakout\.venv\Lib\site-packages\numpy\_core\tests\data\umath-validation-set-arccos.csv","umath-validation-set-arccos.csv",".csv","62794","2025-08-11 7:33:48 PM"
".\Static_Breakout\.venv\Lib\site-packages\numpy\_core\tests\data\umath-validation-set-arccosh.csv","umath-validation-set-arccosh.csv",".csv","62794","2025-08-11 7:33:48 PM"
".\Static_Breakout\.venv\Lib\site-packages\numpy\_core\tests\data\umath-validation-set-arcsin.csv","umath-validation-set-arcsin.csv",".csv","62768","2025-08-11 7:33:48 PM"
".\Static_Breakout\.venv\Lib\site-packages\numpy\_core\tests\data\umath-validation-set-arcsinh.csv","umath-validation-set-arcsinh.csv",".csv","61718","2025-08-11 7:33:48 PM"
".\Static_Breakout\.venv\Lib\site-packages\numpy\_core\tests\data\umath-validation-set-arctan.csv","umath-validation-set-arctan.csv",".csv","61734","2025-08-11 7:33:48 PM"
".\Static_Breakout\.venv\Lib\site-packages\numpy\_core\tests\data\umath-validation-set-arctanh.csv","umath-validation-set-arctanh.csv",".csv","62768","2025-08-11 7:33:48 PM"
".\Static_Breakout\.venv\Lib\site-packages\numpy\_core\tests\data\umath-validation-set-cbrt.csv","umath-validation-set-cbrt.csv",".csv","62275","2025-08-11 7:33:48 PM"
".\Static_Breakout\.venv\Lib\site-packages\numpy\_core\tests\data\umath-validation-set-cos.csv","umath-validation-set-cos.csv",".csv","60497","2025-08-11 7:33:48 PM"
".\Static_Breakout\.venv\Lib\site-packages\numpy\_core\tests\data\umath-validation-set-cosh.csv","umath-validation-set-cosh.csv",".csv","62298","2025-08-11 7:33:48 PM"
".\Static_Breakout\.venv\Lib\site-packages\numpy\_core\tests\data\umath-validation-set-exp.csv","umath-validation-set-exp.csv",".csv","17903","2025-08-11 7:33:48 PM"
".\Static_Breakout\.venv\Lib\site-packages\numpy\_core\tests\data\umath-validation-set-exp2.csv","umath-validation-set-exp2.csv",".csv","60053","2025-08-11 7:33:48 PM"
".\Static_Breakout\.venv\Lib\site-packages\numpy\_core\tests\data\umath-validation-set-expm1.csv","umath-validation-set-expm1.csv",".csv","61728","2025-08-11 7:33:48 PM"
".\Static_Breakout\.venv\Lib\site-packages\numpy\_core\tests\data\umath-validation-set-log.csv","umath-validation-set-log.csv",".csv","11963","2025-08-11 7:33:48 PM"
".\Static_Breakout\.venv\Lib\site-packages\numpy\_core\tests\data\umath-validation-set-log10.csv","umath-validation-set-log10.csv",".csv","70551","2025-08-11 7:33:48 PM"
".\Static_Breakout\.venv\Lib\site-packages\numpy\_core\tests\data\umath-validation-set-log1p.csv","umath-validation-set-log1p.csv",".csv","61732","2025-08-11 7:33:48 PM"
".\Static_Breakout\.venv\Lib\site-packages\numpy\_core\tests\data\umath-validation-set-log2.csv","umath-validation-set-log2.csv",".csv","70546","2025-08-11 7:33:48 PM"
".\Static_Breakout\.venv\Lib\site-packages\numpy\_core\tests\data\umath-validation-set-sin.csv","umath-validation-set-sin.csv",".csv","59981","2025-08-11 7:33:48 PM"
".\Static_Breakout\.venv\Lib\site-packages\numpy\_core\tests\data\umath-validation-set-sinh.csv","umath-validation-set-sinh.csv",".csv","61722","2025-08-11 7:33:48 PM"
".\Static_Breakout\.venv\Lib\site-packages\numpy\_core\tests\data\umath-validation-set-tan.csv","umath-validation-set-tan.csv",".csv","61728","2025-08-11 7:33:48 PM"
".\Static_Breakout\.venv\Lib\site-packages\numpy\_core\tests\data\umath-validation-set-tanh.csv","umath-validation-set-tanh.csv",".csv","61728","2025-08-11 7:33:48 PM"
".\Static_Breakout\.venv\Lib\site-packages\numpy\random\tests\data\mt19937-testset-1.csv","mt19937-testset-1.csv",".csv","16845","2025-08-11 7:33:47 PM"
".\Static_Breakout\.venv\Lib\site-packages\numpy\random\tests\data\mt19937-testset-2.csv","mt19937-testset-2.csv",".csv","16826","2025-08-11 7:33:47 PM"
".\Static_Breakout\.venv\Lib\site-packages\numpy\random\tests\data\pcg64dxsm-testset-1.csv","pcg64dxsm-testset-1.csv",".csv","24834","2025-08-11 7:33:47 PM"
".\Static_Breakout\.venv\Lib\site-packages\numpy\random\tests\data\pcg64dxsm-testset-2.csv","pcg64dxsm-testset-2.csv",".csv","24840","2025-08-11 7:33:47 PM"
".\Static_Breakout\.venv\Lib\site-packages\numpy\random\tests\data\pcg64-testset-1.csv","pcg64-testset-1.csv",".csv","24840","2025-08-11 7:33:47 PM"
".\Static_Breakout\.venv\Lib\site-packages\numpy\random\tests\data\pcg64-testset-2.csv","pcg64-testset-2.csv",".csv","24846","2025-08-11 7:33:47 PM"
".\Static_Breakout\.venv\Lib\site-packages\numpy\random\tests\data\philox-testset-1.csv","philox-testset-1.csv",".csv","24853","2025-08-11 7:33:47 PM"
".\Static_Breakout\.venv\Lib\site-packages\numpy\random\tests\data\philox-testset-2.csv","philox-testset-2.csv",".csv","24839","2025-08-11 7:33:47 PM"
".\Static_Breakout\.venv\Lib\site-packages\numpy\random\tests\data\sfc64-testset-1.csv","sfc64-testset-1.csv",".csv","24841","2025-08-11 7:33:47 PM"
".\Static_Breakout\.venv\Lib\site-packages\numpy\random\tests\data\sfc64-testset-2.csv","sfc64-testset-2.csv",".csv","24834","2025-08-11 7:33:47 PM"
".\Static_Breakout\.venv\Lib\site-packages\pyarrow\tests\data\parquet\v0.7.1.all-named-index.parquet","v0.7.1.all-named-index.parquet",".parquet","3948","2025-08-11 7:33:40 PM"
".\Static_Breakout\.venv\Lib\site-packages\pyarrow\tests\data\parquet\v0.7.1.column-metadata-handling.parquet","v0.7.1.column-metadata-handling.parquet",".parquet","2012","2025-08-11 7:33:40 PM"
".\Static_Breakout\.venv\Lib\site-packages\pyarrow\tests\data\parquet\v0.7.1.parquet","v0.7.1.parquet",".parquet","4372","2025-08-11 7:33:40 PM"
".\Static_Breakout\.venv\Lib\site-packages\pyarrow\tests\data\parquet\v0.7.1.some-named-index.parquet","v0.7.1.some-named-index.parquet",".parquet","4008","2025-08-11 7:33:40 PM"
".\Static_Breakout\.venv\Lib\site-packages\sklearn\datasets\data\breast_cancer.csv","breast_cancer.csv",".csv","120483","2025-08-11 8:14:21 PM"
".\Static_Breakout\.venv\Lib\site-packages\sklearn\datasets\data\iris.csv","iris.csv",".csv","2885","2025-08-11 8:14:21 PM"
".\Static_Breakout\.venv\Lib\site-packages\sklearn\datasets\data\linnerud_exercise.csv","linnerud_exercise.csv",".csv","233","2025-08-11 8:14:21 PM"
".\Static_Breakout\.venv\Lib\site-packages\sklearn\datasets\data\linnerud_physiological.csv","linnerud_physiological.csv",".csv","240","2025-08-11 8:14:21 PM"
".\Static_Breakout\.venv\Lib\site-packages\sklearn\datasets\data\wine_data.csv","wine_data.csv",".csv","11336","2025-08-11 8:14:21 PM"
".\Static_Breakout\Data\Market\BTC.D.csv","BTC.D.csv",".csv","232526","2025-08-12 4:43:24 PM"
".\Static_Breakout\Data\Market\TOTAL.csv","TOTAL.csv",".csv","220619","2025-08-12 4:43:24 PM"
".\Static_Breakout\Data\Market\TOTAL3.csv","TOTAL3.csv",".csv","217502","2025-08-12 4:43:25 PM"
".\Static_Breakout\Data\Market\USDT.D.csv","USDT.D.csv",".csv","232743","2025-08-12 4:43:24 PM"
".\Static_Breakout\Data\Processed\breakout_windows_features_labeled_v2_features.parquet","breakout_windows_features_labeled_v2_features.parquet",".parquet","681847","2025-08-11 8:35:33 PM"
".\Static_Breakout\Data\Processed\labels_v2.parquet","labels_v2.parquet",".parquet","25726","2025-08-11 8:35:32 PM"
".\Static_Breakout\Data\Processed\labels_v3.parquet","labels_v3.parquet",".parquet","25861","2025-08-12 5:17:52 PM"
".\Static_Breakout\Data\Processed\market_levels.parquet","market_levels.parquet",".parquet","7500","2025-08-12 5:06:23 PM"
".\Static_Breakout\Data\Processed\market_levels_timeseries.parquet","market_levels_timeseries.parquet",".parquet","40037","2025-08-12 5:06:23 PM"
".\Static_Breakout\Data\Processed\static_breakouts_with_levels.csv","static_breakouts_with_levels.csv",".csv","82791","2025-08-12 5:06:23 PM"
".\Static_Breakout\out\report\label_stats_per_level.csv","label_stats_per_level.csv",".csv","47","2025-08-12 7:14:42 AM"
".\Static_Breakout\out\wf\events_index.parquet","events_index.parquet",".parquet","10032","2025-08-11 7:53:01 PM"
".\Static_Breakout\out\wf\wf_baseline_metrics.csv","wf_baseline_metrics.csv",".csv","954","2025-08-11 7:53:01 PM"
